root@fx8350:/mnt/c/UDACITY/TERM2/carnd2-proj4/build# ./pid
Listening to port 4567
*********** ITER=145 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=1.75 MeanE2=0.193247
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=146 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=1.75 MeanE2=0.210752
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=147 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=1.75 MeanE2=0.309148
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=148 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=1.75 MeanE2=0.425711
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=149 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=1.75 MeanE2=0.468981
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=150 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=1.75 MeanE2=0.564428
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=151 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=1.75 MeanE2=0.792776
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=152 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=1.75 MeanE2=0.582387
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=153 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=1.75 MeanE2=0.570159
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=154 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=1.75 MeanE2=0.79707
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=155 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=1.75 MeanE2=0.735729
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=156 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=1.75 MeanE2=0.839666
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=157 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=1.75 MeanE2=0.651441
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=158 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=1.75 MeanE2=0.776219
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=159 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=1.75 MeanE2=0.801767
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=160 ***********  PID Kp=0 PID Ki=0.001 PID Kd=2 MeanE2=1.44099
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=161 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=2 MeanE2=1.03612
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=162 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=2 MeanE2=0.495947
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=163 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=2 MeanE2=0.281284
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=164 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=2 MeanE2=0.199031
mean_error_squared_best=0.193247 kp_best=0.25 ki_best=0.001 kd_best=1.75
*********** ITER=165 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=2 MeanE2=0.182327
mean_error_squared_best=0.182327 kp_best=0.25 ki_best=0.001 kd_best=2
*********** ITER=166 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=2 MeanE2=0.1598
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=167 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=2 MeanE2=0.200495
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=168 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=2 MeanE2=0.203152
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=169 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=2 MeanE2=0.23894
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=170 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=2 MeanE2=0.376483
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=171 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=2 MeanE2=0.36604
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=172 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=2 MeanE2=0.677449
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=173 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=2 MeanE2=0.701823
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=174 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=2 MeanE2=0.722955
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=175 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=2 MeanE2=0.966441
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=176 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=2 MeanE2=0.64266
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=177 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=2 MeanE2=1.08847
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=178 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=2 MeanE2=0.799443
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=179 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=2 MeanE2=0.596756
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=180 ***********  PID Kp=0 PID Ki=0.001 PID Kd=2.25 MeanE2=1.53457
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=181 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=2.25 MeanE2=0.98569
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=182 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=2.25 MeanE2=0.480495
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=183 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=2.25 MeanE2=0.255062
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=184 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=2.25 MeanE2=0.185792
mean_error_squared_best=0.1598 kp_best=0.3 ki_best=0.001 kd_best=2
*********** ITER=185 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=2.25 MeanE2=0.158027
mean_error_squared_best=0.158027 kp_best=0.25 ki_best=0.001 kd_best=2.25
*********** ITER=186 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=2.25 MeanE2=0.141393
mean_error_squared_best=0.141393 kp_best=0.3 ki_best=0.001 kd_best=2.25
*********** ITER=187 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=2.25 MeanE2=0.156504
mean_error_squared_best=0.141393 kp_best=0.3 ki_best=0.001 kd_best=2.25
*********** ITER=188 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=2.25 MeanE2=0.145556
mean_error_squared_best=0.141393 kp_best=0.3 ki_best=0.001 kd_best=2.25
*********** ITER=189 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=2.25 MeanE2=0.144704
mean_error_squared_best=0.141393 kp_best=0.3 ki_best=0.001 kd_best=2.25
*********** ITER=190 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=2.25 MeanE2=0.138489
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=191 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=2.25 MeanE2=0.175977
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=192 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=2.25 MeanE2=0.697869
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=193 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=2.25 MeanE2=0.860697
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=194 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=2.25 MeanE2=0.656726
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=195 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=2.25 MeanE2=0.525494
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=196 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=2.25 MeanE2=0.713572
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=197 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=2.25 MeanE2=0.836966
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=198 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=2.25 MeanE2=0.764587
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=199 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=2.25 MeanE2=0.693744
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=200 ***********  PID Kp=0 PID Ki=0.001 PID Kd=2.5 MeanE2=0.69914
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=201 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=2.5 MeanE2=1.18377
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=202 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=2.5 MeanE2=0.455549
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=203 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=2.5 MeanE2=0.254954
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=204 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=2.5 MeanE2=0.187057
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=205 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=2.5 MeanE2=0.152758
mean_error_squared_best=0.138489 kp_best=0.5 ki_best=0.001 kd_best=2.25
*********** ITER=206 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=2.5 MeanE2=0.127256
mean_error_squared_best=0.127256 kp_best=0.3 ki_best=0.001 kd_best=2.5
*********** ITER=207 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=2.5 MeanE2=0.124557
mean_error_squared_best=0.124557 kp_best=0.35 ki_best=0.001 kd_best=2.5
*********** ITER=208 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=2.5 MeanE2=0.118781
mean_error_squared_best=0.118781 kp_best=0.4 ki_best=0.001 kd_best=2.5
*********** ITER=209 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=2.5 MeanE2=0.117273
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=210 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=2.5 MeanE2=0.117631
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=211 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=2.5 MeanE2=0.159933
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=212 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=2.5 MeanE2=0.608193
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=213 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=2.5 MeanE2=0.450115
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=214 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=2.5 MeanE2=0.366422
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=215 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=2.5 MeanE2=0.418484
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=216 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=2.5 MeanE2=0.275437
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=217 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=2.5 MeanE2=0.649875
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=218 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=2.5 MeanE2=0.572441
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=219 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=2.5 MeanE2=0.675199
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=220 ***********  PID Kp=0 PID Ki=0.001 PID Kd=2.75 MeanE2=0.901287
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=221 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=2.75 MeanE2=1.17599
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=222 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=2.75 MeanE2=0.456162
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=223 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=2.75 MeanE2=0.258223
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=224 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=2.75 MeanE2=0.177154
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=225 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=2.75 MeanE2=0.143302
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=226 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=2.75 MeanE2=0.11992
mean_error_squared_best=0.117273 kp_best=0.45 ki_best=0.001 kd_best=2.5
*********** ITER=227 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=2.75 MeanE2=0.106362
mean_error_squared_best=0.106362 kp_best=0.35 ki_best=0.001 kd_best=2.75
*********** ITER=228 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=2.75 MeanE2=0.102481
mean_error_squared_best=0.102481 kp_best=0.4 ki_best=0.001 kd_best=2.75
*********** ITER=229 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=2.75 MeanE2=0.100522
mean_error_squared_best=0.100522 kp_best=0.45 ki_best=0.001 kd_best=2.75
*********** ITER=230 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=2.75 MeanE2=0.0989609
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=231 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=2.75 MeanE2=0.104355
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=232 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=2.75 MeanE2=0.140501
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=233 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=2.75 MeanE2=0.417808
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=234 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=2.75 MeanE2=0.385657
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=235 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=2.75 MeanE2=0.39929
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=236 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=2.75 MeanE2=0.261492
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=237 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=2.75 MeanE2=0.31081
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=238 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=2.75 MeanE2=0.419387
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=239 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=2.75 MeanE2=0.529417
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=240 ***********  PID Kp=0 PID Ki=0.001 PID Kd=3 MeanE2=1.24529
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=241 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=3 MeanE2=1.18417
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=242 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=3 MeanE2=0.449567
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=243 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=3 MeanE2=0.25769
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=244 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=3 MeanE2=0.181357
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=245 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=3 MeanE2=0.144051
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=246 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=3 MeanE2=0.114591
mean_error_squared_best=0.0989609 kp_best=0.5 ki_best=0.001 kd_best=2.75
*********** ITER=247 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=3 MeanE2=0.0982639
mean_error_squared_best=0.0982639 kp_best=0.35 ki_best=0.001 kd_best=3
*********** ITER=248 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=3 MeanE2=0.0938165
mean_error_squared_best=0.0938165 kp_best=0.4 ki_best=0.001 kd_best=3
*********** ITER=249 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=3 MeanE2=0.0860458
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=250 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=3 MeanE2=0.0872115
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=251 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=3 MeanE2=0.0906874
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=252 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=3 MeanE2=0.112419
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=253 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=3 MeanE2=0.429164
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=254 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=3 MeanE2=0.347093
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=255 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=3 MeanE2=0.346059
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=256 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=3 MeanE2=0.250925
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=257 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=3 MeanE2=0.306766
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=258 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=3 MeanE2=0.335774
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=259 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=3 MeanE2=0.41097
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=260 ***********  PID Kp=0 PID Ki=0.001 PID Kd=3.25 MeanE2=1.11507
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=261 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=3.25 MeanE2=1.17649
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=262 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=3.25 MeanE2=0.442418
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=263 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=3.25 MeanE2=0.255025
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=264 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=3.25 MeanE2=0.177164
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=265 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=3.25 MeanE2=0.12962
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=266 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=3.25 MeanE2=0.113178
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=267 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=3.25 MeanE2=0.096335
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=268 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=3.25 MeanE2=0.0894702
mean_error_squared_best=0.0860458 kp_best=0.45 ki_best=0.001 kd_best=3
*********** ITER=269 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=3.25 MeanE2=0.0830067
mean_error_squared_best=0.0830067 kp_best=0.45 ki_best=0.001 kd_best=3.25
*********** ITER=270 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=3.25 MeanE2=0.0794883
mean_error_squared_best=0.0794883 kp_best=0.5 ki_best=0.001 kd_best=3.25
*********** ITER=271 ***********  PID Kp=0.55 PID Ki=0.001 PID Kd=3.25 MeanE2=0.0790857
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=272 ***********  PID Kp=0.6 PID Ki=0.001 PID Kd=3.25 MeanE2=0.0999532
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=273 ***********  PID Kp=0.65 PID Ki=0.001 PID Kd=3.25 MeanE2=0.169456
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=274 ***********  PID Kp=0.7 PID Ki=0.001 PID Kd=3.25 MeanE2=0.342233
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=275 ***********  PID Kp=0.75 PID Ki=0.001 PID Kd=3.25 MeanE2=0.420847
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=276 ***********  PID Kp=0.8 PID Ki=0.001 PID Kd=3.25 MeanE2=0.254546
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=277 ***********  PID Kp=0.85 PID Ki=0.001 PID Kd=3.25 MeanE2=0.338434
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=278 ***********  PID Kp=0.9 PID Ki=0.001 PID Kd=3.25 MeanE2=0.265523
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=279 ***********  PID Kp=0.95 PID Ki=0.001 PID Kd=3.25 MeanE2=0.270093
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=280 ***********  PID Kp=0 PID Ki=0.001 PID Kd=3.5 MeanE2=1.8159
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=281 ***********  PID Kp=0.05 PID Ki=0.001 PID Kd=3.5 MeanE2=1.27163
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=282 ***********  PID Kp=0.1 PID Ki=0.001 PID Kd=3.5 MeanE2=0.431693
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=283 ***********  PID Kp=0.15 PID Ki=0.001 PID Kd=3.5 MeanE2=0.259293
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=284 ***********  PID Kp=0.2 PID Ki=0.001 PID Kd=3.5 MeanE2=0.182814
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=285 ***********  PID Kp=0.25 PID Ki=0.001 PID Kd=3.5 MeanE2=0.129011
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=286 ***********  PID Kp=0.3 PID Ki=0.001 PID Kd=3.5 MeanE2=0.11169
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=287 ***********  PID Kp=0.35 PID Ki=0.001 PID Kd=3.5 MeanE2=0.095254
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=288 ***********  PID Kp=0.4 PID Ki=0.001 PID Kd=3.5 MeanE2=0.0846908
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=289 ***********  PID Kp=0.45 PID Ki=0.001 PID Kd=3.5 MeanE2=0.0795963
mean_error_squared_best=0.0790857 kp_best=0.55 ki_best=0.001 kd_best=3.25
*********** ITER=290 ***********  PID Kp=0.5 PID Ki=0.001 PID Kd=3.5 MeanE2=0.0753744
mean_error_squared_best=0.0753744 kp_best=0.5 ki_best=0.001 kd_best=3.5
